"cui","term","target_similarity","article_count","mgb_freq","importance_score","phenotyping_features","expanded_features","symnonym_cui","symnonym_term","acronym_cui","acronym_term"
"C0027686","Pathologic Neovascularization","0.2499","2","0.0138","0.3092","false","true","","","",""
"C1881674","Medical Device Emits Smoke","0.2426","7","0.623","0.3086","false","true","","","",""
"C1561562","Hemoglobin finding","0.2677","5","0.4172","0.3079","false","true","","","",""
"C0086565","Liver Dysfunction","0.2293","3","0.0266","0.3075","false","true","C0232744; C1848701; C0151766","Decreased liver function; Elevated hepatic transaminase; Liver function tests abnormal finding","",""
"C2348270","Dietary Magnesium","0.2359","7","0.4714","0.3075","false","true","","","AB0000mg","mg"
"C1821973","Vulnerability","0.2629","2","0.039","0.3075","false","true","","","",""
"C0199229","Screening for diabetes","0.1788","5","0.0682","0.3071","false","true","","","",""
"C5401329","Biological Detection Test","0.1894","11","0.4354","0.307","false","true","","","",""
"C4062502","Physiological condition","0.3919","1","0.0058","0.3068","false","true","","","",""
"C2053598","peripartum history delivery gestational age (___ weeks)","0.1821","6","0.0798","0.3068","false","true","","","",""
"C0022631","Ketone Bodies","0.1746","3","0.007","0.3061","false","true","","","",""
"C0242972","Diet, Protein-Restricted","0.1717","4","0.0158","0.3059","false","true","","","",""
"C0202194","Potassium measurement","0.231","8","0.7318","0.3058","false","true","","","",""
"C0185027","Imbrication (procedure)","0.1996","6","0.1392","0.3054","false","true","","","",""
"C1947901","Cancer Progression","0.2352","3","0.0592","0.3051","false","true","","","",""
"C0520679","Sleep Apnea, Obstructive","0.2946","3","0.132","0.3051","false","true","","","AB000osa; AB00osas; AB00sahs","osa; osas; sahs"
"C0015695","Fatty Liver","0.2548","4","0.1474","0.3048","false","true","C2711227","Steatohepatitis","",""
"C0457575","Finger-prick sampling (procedure)","0.1768","8","0.1248","0.3041","false","true","","","",""
"C0994475","Pills","0.2736","5","0.4786","0.304","false","true","","","AB00pill","pill"
"C0003873","Rheumatoid Arthritis","0.2412","4","0.1052","0.3035","false","true","","","AB0000ra","ra"
"C0596130","Attribution","0.1841","6","0.0928","0.3032","false","true","","","",""
"C0038990","Sweating","0.2396","6","0.371","0.303","false","true","C0020458; C0038984","Hyperhidrosis disorder; Sweat","",""
"C0020476","Hyperlipoproteinemias","0.2346","7","0.429","0.3026","false","true","C0020473; C0008377","Hyperlipidemia; Cholesterol","",""
"C5441729","REN protein, human","0.1831","4","0.031","0.3025","false","true","","","",""
"C0038999","Swelling","0.2779","5","0.7954","0.3021","false","true","","","",""
"C0360714","Hydroxymethylglutaryl-CoA Reductase Inhibitors","0.2105","7","0.3034","0.3016","false","true","","","",""
"C0009671","Conflict (Psychology)","0.1956","4","0.0618","0.3015","false","true","","","",""
"C0005845","Blood urea nitrogen measurement","0.1712","4","0.0172","0.3013","false","true","","","AB000bun","bun"
"C4521042","Complete Trisomy 21 Syndrome","0.2788","2","0.0306","0.3011","false","true","","","",""
"C1457868","Worse","0.1908","14","0.8028","0.3003","false","true","","","",""
"C4053458","Dietary Approaches To Stop Hypertension","0.2648","2","0.028","0.3003","false","true","C4735575","DASH Eating Plan","",""
"C0232989","Normal pregnancy","0.191","3","0.027","0.3002","false","true","","","",""
"C0038238","Steatorrhea","0.2372","2","0.0096","0.2994","false","true","","","",""
"C0600137","Blood Urea Nitrogen","0.2004","4","0.039","0.2993","false","true","","","AB000bun","bun"
"C0017245","Gemfibrozil","0.2187","2","0.0136","0.2992","false","true","C0700003","Lopid","",""
"C0438989","Encounter due to problems with hearing","0.2289","2","0.0286","0.2991","false","true","","","",""
"C0035139","Surgical Replantation","0.1795","7","0.1148","0.2991","false","true","","","",""
"C0008574","Chromium","0.2325","2","0.0148","0.2987","false","true","","","AB0000cr","cr"
"C0812426","Kidney problem","0.2355","3","0.048","0.2985","false","true","","","",""
"C4038931","Bacteria present","0.2546","5","0.3578","0.2984","false","true","","","",""
"C0221444","clinical syndromes","0.2553","2","0.0116","0.2982","false","true","","","",""
"C4521152","1 or 2","0.2525","4","0.192","0.2976","false","true","","","",""
"C0020505","Hyperphagia","0.1984","5","0.1252","0.2971","false","true","C1257763","Overnutrition","",""
"C1313980","Family history of ischemic heart disease","0.2001","4","0.0632","0.2969","false","true","","","",""
"C0087130","Uncertainty","0.1955","8","0.3166","0.2961","false","true","","","",""
"C2700617","Irritation - emotion","0.2061","8","0.4852","0.2958","false","true","","","",""
"C0015230","Exanthema","0.2317","7","0.5082","0.2958","false","true","C0011603","Dermatitis","AB00rash","rash"
"C0202304","Ethanol measurement","0.1986","12","0.7964","0.2957","false","true","","","",""
"C2186538","reported prior thyroid disease (history)","0.3088","3","0.1628","0.2944","false","true","","","",""
"C2239178","Newborn (finding)","0.2318","3","0.0548","0.2944","false","true","","","",""
"C0588012","Diet poor","0.2252","2","0.0262","0.2943","false","true","","","",""
"C0011560","Amyloid deposition","0.1734","4","0.0262","0.2939","false","true","","","",""
"C0003469","Anxiety Disorders","0.2413","7","0.7256","0.2939","false","true","","","",""
"C0010055","Coronary Artery Bypass Surgery","0.2702","2","0.0392","0.2938","false","true","C1536078","Bypass surgery","AB000cab; AB00cabg","cab; cabg"
"C0008767","Cicatrization","0.2622","5","0.4178","0.2937","false","true","","","",""
"C0024141","Lupus Erythematosus, Systemic","0.2427","4","0.1178","0.2935","false","true","C0409974","Lupus Erythematosus","AB000sle; AB00sles","sle; sles"
"C0042029","Urinary tract infection","0.2351","5","0.2272","0.2934","false","true","C4554638","Urinary Tract Infection, CTCAE","AB000uti; AB00utis","uti; utis"
"C5392103","Psychosocial Intervention","0.1901","3","0.0216","0.293","false","true","","","",""
"C0231247","Failure to lose weight","0.2226","2","0.018","0.2929","false","true","","","",""
"C0008031","Chest Pain","0.3115","4","0.699","0.2928","false","true","","","",""
"C0877248","Adverse event","0.1756","13","0.6318","0.2923","false","true","","","AB0000ae","ae"
"C1623038","Cirrhosis","0.2023","4","0.067","0.2916","false","true","","","",""
"C3536863","Electrolyte [EPC]","0.1815","12","0.4692","0.2915","false","true","C0013832","Electrolytes","",""
"C1306459","Primary malignant neoplasm","0.2128","8","0.6512","0.2914","false","true","C0006826","Malignant Neoplasms","",""
"C0005940","Bone Diseases","0.234","2","0.0266","0.2907","false","true","","","",""
"C0455488","H/O: diabetes mellitus","0.3349","1","0.0138","0.2906","false","true","","","",""
"C0201925","Calcium measurement","0.228","8","0.763","0.2905","false","true","","","AB0000ca","ca"
"C0700322","Encounter due to multiparity","0.1811","2","0.0058","0.2901","false","true","","","",""
"C2711227","Steatohepatitis","0.246","4","0.1602","0.2898","false","true","C0015695","Fatty Liver","",""
"C0262655","Recurrent urinary tract infection","0.2215","4","0.0996","0.2898","false","true","C3532611","History of recurrent urinary tract infection","",""
"C1875802","Healthcare supplies","0.2357","5","0.291","0.2883","false","true","","","",""
"C0021167","Incontinence","0.2621","5","0.3664","0.2879","false","true","","","",""
"C0242781","disease transmission","0.216","5","0.1388","0.2876","false","true","","","",""
"C0013080","Down Syndrome","0.2698","2","0.0328","0.2873","false","true","","","",""
"C4553887","Biopharmaceuticals","0.1782","5","0.058","0.2869","false","true","","","",""
"C0595879","Sodium high","0.2474","2","0.024","0.2868","false","true","","","",""
"C0020268","Hydrocortisone","0.1771","9","0.2468","0.2865","false","true","C0699383; C0699389; C0699396; C0699397; C0699399","Cortenema; Cortef; Hydrocortone; Hytone; Proctocort","AB0000hc","hc"
"C0439821","Pricking sensation quality","0.1659","5","0.0542","0.2862","false","true","","","",""
"C4264481","4 times","0.2471","5","0.415","0.2858","false","true","","","",""
"C0920467","disorder control (procedure)","0.1985","3","0.0364","0.2857","false","true","","","",""
"C3257980","Other symptoms","0.176","8","0.239","0.2856","false","true","","","",""
"C0200149","Ophthalmic examination and evaluation","0.191","7","0.2366","0.2852","false","true","","","",""
"C2242996","Has tingling sensation","0.1879","9","0.532","0.2851","false","true","C0235050","Tingling of skin","",""
"C3840775","Anticipated","0.2685","5","0.4338","0.285","false","true","","","",""
"C0023895","Liver diseases","0.2469","4","0.1718","0.2849","false","true","","","",""
"C0036690","Septicemia","0.2761","3","0.1158","0.2839","false","true","C0243026","Sepsis","",""
"C0028643","Numbness","0.1907","9","0.6654","0.2833","false","true","C0278134; C0423581","Absence of sensation; Have Numbness","",""
"C1971624","Loss of appetite (finding)","0.2151","6","0.33","0.2832","false","true","","","",""
"C2188753","urine output (for renal function)","0.1896","8","0.2352","0.2832","false","true","C2919339","Measurement of urine output","",""
"C2697310","SARCOIDOSIS, SUSCEPTIBILITY TO, 1 (finding)","0.2197","3","0.033","0.2832","false","true","","","AB000ss1","ss1"
"C0016059","Fibrosis","0.2078","6","0.213","0.283","false","true","","","",""
"C0040732","Transplantation","0.1716","6","0.1082","0.2828","false","true","","","",""
"C0040128","Thyroid Diseases","0.311","3","0.213","0.2825","false","true","","","",""
"C2228511","vitreous findings","0.1826","4","0.0308","0.2821","false","true","","","",""
"C0020461","Hyperkalemia","0.347","2","0.0754","0.2819","false","true","C4552983","Hyperkalemia, CTCAE","",""
"C0543488","Interested","0.2176","4","0.1128","0.2818","false","true","","","",""
"C0003123","Anorexia","0.2198","6","0.3894","0.2816","false","true","C0003125; C1559266; C1559267; C1963063","Anorexia Nervosa; Grade 1 Anorexia, CTCAE; Grade 2 Anorexia, CTCAE; Anorexia, CTCAE","",""
"C3714637","Potassium Drug Class","0.2125","8","0.7318","0.2813","false","true","","","",""
"C0720057","Dry Skin brand of emollient","0.1732","8","0.2328","0.2807","false","true","","","",""
"C0595888","Serum phosphate concentration below normal","0.2762","2","0.0218","0.2804","false","true","C0085682","Hypophosphatemia","",""
"C0202117","Low density lipoprotein cholesterol measurement","0.2895","3","0.1628","0.2803","false","true","","","AB000ldl","ldl"
"C0221198","Lesion","0.2013","10","0.8046","0.2802","false","true","","","",""
"C4321315","Care team","0.2309","6","0.6068","0.2802","false","true","","","",""
"C4740692","Severe disease","0.3451","1","0.02","0.279","false","true","","","",""
"C0023890","Liver Cirrhosis","0.1954","4","0.0708","0.2784","false","true","C0239946","Fibrosis, Liver","",""
"C2584303","Listening","0.3127","2","0.108","0.2784","false","true","","","",""
"C5202762","International Prognostic Index Low Risk Group","0.2258","5","0.3648","0.2777","false","true","","","",""
"C1305628","Urine protein","0.2042","4","0.113","0.2773","false","true","","","",""
"C0086143","Diagnostic tests","0.2048","7","0.3502","0.2769","false","true","","","",""
"C0018784","Sensorineural Hearing Loss (disorder)","0.2128","3","0.0438","0.2768","false","true","","","AB00snhl","snhl"
"C0027551","Needle device","0.2746","3","0.2","0.2767","false","true","","","",""
"C0042900","Vitiligo","0.1915","3","0.0198","0.2765","false","true","","","",""
"C0436331","Symptom aggravating factors","0.2086","7","0.45","0.276","false","true","","","",""
"C4522267","Parenteral (intended site)","0.2708","3","0.1082","0.2756","false","true","","","",""
"C0151526","Premature Birth","0.2122","7","0.502","0.2756","false","true","C4552742; C0022876; C0438076","Premature Delivery, CTCAE; Premature Obstetric Labor; History of - premature delivery","",""
"C0700573","Encounter due to normal pregnancy","0.1758","3","0.0274","0.2755","false","true","","","",""
"C0426579","Anorexia symptom","0.2081","6","0.3204","0.2753","false","false","","","",""
"C4522153","Reproductive Human Cells, Tissues, and Cellular and Tissue-Based Products from Known Donor to Directed Recipient","0.2002","8","0.5056","0.2753","false","false","","","",""
"C0260515","Family history of cancer","0.1961","8","0.5586","0.275","false","false","","","",""
"C0008350","Cholelithiasis","0.247","4","0.211","0.275","false","false","C0947622; C0242216; C0810313","Cholecystolithiasis; Biliary calculi; cholelithiasis without cholecystitis","",""
"C0262380","Asymptomatic bacteriuria","0.1957","2","0.0062","0.2747","false","false","","","",""
"C0041782","Deficiency anemias","0.2417","2","0.0376","0.2744","false","false","","","",""
"C0282402","Hormone replacement therapy","0.1924","5","0.091","0.2743","false","false","C0014935","Estrogen Replacement Therapy","AB000ert; AB000hrt","ert; hrt"
"C3541950","Acute Myocardial Infarction by ECG Finding","0.2121","2","0.0132","0.2742","false","false","","","",""
"C0001623","Adrenal gland hypofunction","0.2225","3","0.0424","0.2741","false","false","C0405580; C0001403; C1963059","Adrenal cortical hypofunction; Addison Disease; Adrenal Insufficiency, CTCAE","",""
"C0036572","Seizures","0.2136","7","0.4854","0.2738","false","false","C4553401","Seizure, CTCAE 5.0","AB000fit; AB00fits; AB0000sz","fit; fits; sz"
"C2348261","Dietary Chromium","0.2106","2","0.014","0.2735","false","false","","","AB0000cr","cr"
"C0243026","Sepsis","0.2697","3","0.1248","0.2735","false","false","C0036690; C4552837","Septicemia; Sepsis, CTCAE","",""
"C1265875","Disintegration (morphologic abnormality)","0.1702","7","0.1896","0.2727","false","false","","","",""
"C4716486","Contributing factors","0.1765","4","0.0662","0.2726","false","false","","","",""
"C4740690","Mild disease","0.3548","1","0.0262","0.2718","false","false","","","",""
"C0848548","hypertensive nephropathy","0.3154","1","0.006","0.2714","false","false","","","AB00hnp1","hnp1"
"C1837655","Multifactorial","0.2114","4","0.1266","0.2711","false","false","","","",""
"C3843156","Less often","0.1713","5","0.0484","0.2711","false","false","","","",""
"C0017178","Gastrointestinal Diseases","0.2064","3","0.0256","0.271","false","false","C0017160; C0012242","Gastroenteritis; Digestive System Disorders","",""
"C0405580","Adrenal cortical hypofunction","0.22","3","0.0426","0.2708","false","false","C0001403; C0001623","Addison Disease; Adrenal gland hypofunction","",""
"C0549622","Sexual Dysfunction","0.264","2","0.0542","0.2705","false","false","","","",""
"C0333641","Atrophic","0.2692","4","0.3562","0.2704","false","false","","","",""
"C1444657","Contraindicated","0.2473","3","0.1152","0.2701","false","false","","","",""
"C4317045","Gluten intolerance","0.3399","1","0.013","0.2673","false","false","C0850024","Gluten sensitivity","",""
"C1451774","HNF1A protein, human","0.1749","3","0.0206","0.2671","false","false","","","AB00lfb1; AB00tcf1","lfb1; tcf1"
"C5201228","Low risk","0.2169","5","0.3648","0.2667","false","false","","","",""
"C3845736","Omission","0.2166","3","0.0654","0.2666","false","false","","","",""
